 3140.008  -0.4670414
 3140.033  -0.2258175
 3140.058  -0.2064172
 3140.083  -0.3104285
 3140.108  0.195556
 3140.133  0.508229
 3140.158  0.3859678
 3140.183  -0.08023164
 3140.208  0.1523413
 3140.233  0.06873883
 3140.258  -0.01369926
 3140.283  0.1195591
 3140.308  -0.003226129
 3140.333  0.07490587
 3140.358  0.4868351
 3140.383  0.3677683
 3140.408  -0.3933498
 3140.433  -0.3198404
 3140.458  -0.3387098
 3140.483  -0.4302473
 3140.508  -0.365601
 3140.533  -0.4096189
 3140.558  -0.2495055
 3140.583  -0.1443571
 3140.608  -0.1425298
 3140.633  -0.2500513
 3140.658  -0.09777537
 3140.683  -0.05540445
 3140.708  0.2942018
 3140.733  0.5831975
 3140.758  0.3552624
 3140.783  -0.1044309
 3140.808  -0.008967663
 3140.833  0.1435668
 3140.858  0.2333293
 3140.883  -0.007604818
 3140.908  -0.1759276
 3140.933  0.1827489
 3140.958  0.3919026
 3140.983  0.5114028
 3141.008  0.432348
 3141.033  0.03596584
 3141.058  -0.02894185
 3141.083  0.2061654
 3141.108  0.5071924
 3141.133  0.9326007
 3141.158  1.010684
 3141.183  0.5423551
 3141.208  0.2817146
 3141.233  -0.02501832
 3141.258  0.03416372
 3141.283  0.1997363
 3141.308  0.2614172
 3141.333  0.1158474
 3141.358  0.09764136
 3141.383  0.4039209
 3141.408  1.121513
 3141.433  0.8791879
 3141.458  0.3821225
 3141.483  0.4105023
 3141.508  0.8689901
 3141.533  1.022306
 3141.558  0.588737
 3141.583  0.9920945
 3141.608  1.112514
 3141.633  0.5875046
 3141.658  0.5635893
 3141.683  0.6608135
 3141.708  0.7054954
 3141.733  0.7187591
 3141.758  0.4178535
 3141.783  0.2348981
 3141.808  0.05133565
 3141.833  -0.1703264
 3141.858  -0.2210842
 3141.883  0.0437428
 3141.908  0.1399399
 3141.933  -0.03931488
 3141.958  -0.1616753
 3141.983  -0.1360032
 3142.008  0.02664591
 3142.033  0.3201637
 3142.058  0.4611784
 3142.083  0.3380947
 3142.108  0.4599203
 3142.133  0.3891473
 3142.158  0.2198261
 3142.183  0.41712
 3142.208  0.1825521
 3142.233  -0.09944728
 3142.258  -0.02441158
 3142.283  0.3243937
 3142.308  0.7933801
 3142.333  0.7347398
 3142.358  0.4719819
 3142.383  -0.01612065
 3142.408  -0.3104028
 3142.433  -0.2487433
 3142.458  -0.2174614
 3142.483  0.5341797
 3142.508  1.233875
 3142.533  1.134808
 3142.558  0.305932
 3142.583  0.2591588
 3142.608  0.4161473
 3142.633  0.8048913
 3142.658  1.328003
 3142.683  1.547388
 3142.708  1.056031
 3142.733  0.4304819
 3142.758  0.211357
 3142.783  0.1423256
 3142.808  0.01634914
 3142.833  0.09097701
 3142.858  0.09808334
 3142.883  0.1404078
 3142.908  0.283519
 3142.933  0.5168174
 3142.958  0.5319177
